monthly_salary,credit_score,travel_spend,dining_spend,shopping_spend,grocery_spend,entertainment_spend,fuel_spend,utilities_spend,card_recommended,card_name
45637,668,895,726,3669,885,408,6805,2954,0,Kotak 811
147116,805,7998,254,175,2800,483,1961,7479,7,HDFC Regalia
10997,741,420,142,337,2598,201,838,159,0,Kotak 811
24540,688,1273,2045,2849,2940,366,658,3920,2,Axis Flipkart
124541,741,12555,332,91,6496,1024,701,1205,4,SBI Cashback Card
41417,752,2775,1622,1198,602,712,1794,2341,3,Amazon Pay ICICI
117042,751,0,2700,10034,5493,586,868,1232,7,HDFC Regalia
110406,743,2857,2963,3740,5743,397,2079,3282,4,SBI Cashback Card
110064,713,5063,2346,622,5254,8862,1592,7096,4,SBI Cashback Card
115309,629,2572,1728,8710,8144,594,5900,4172,0,Kotak 811
46832,766,1891,122,4588,2020,1538,840,6337,3,Amazon Pay ICICI
30767,816,22,85,3728,805,1065,222,387,4,SBI Cashback Card
51367,700,2549,431,13101,623,523,1342,2967,4,SBI Cashback Card
144860,756,18961,9961,4624,14045,1582,1786,1945,7,HDFC Regalia
36573,633,351,3103,4181,4081,1024,2627,4029,0,Kotak 811
40225,746,9826,1031,910,1878,94,4942,1428,3,Amazon Pay ICICI
77358,703,4331,391,855,6303,1124,1026,2001,4,SBI Cashback Card
27925,717,516,805,874,1697,1042,599,585,1,SBI SimplyCLICK
56891,599,626,1388,207,5547,1541,180,428,0,Kotak 811
23329,727,6499,2144,2406,28,1842,117,1694,1,SBI SimplyCLICK
20295,658,811,1593,3565,1843,54,238,275,0,Kotak 811
30302,710,134,5443,6639,4676,2260,634,236,4,SBI Cashback Card
146067,633,1186,13900,13464,4838,2872,1543,1491,0,Kotak 811
45215,693,1870,2213,3308,545,1301,401,368,2,Axis Flipkart
59318,804,4047,3017,2911,2237,2424,1296,4487,5,HDFC Millennia
24371,767,1073,2221,218,1204,1326,3318,1072,1,SBI SimplyCLICK
35866,748,1199,9381,4602,2968,1869,746,1009,5,HDFC Millennia
164407,696,9966,22501,9035,4186,545,2932,1034,2,Axis Flipkart
241820,692,5017,5607,4030,2864,1447,2134,3129,2,Axis Flipkart
16370,854,418,711,27,594,209,369,268,0,Kotak 811
66408,707,10382,8367,16978,5830,713,4779,541,4,SBI Cashback Card
33938,749,1471,3393,8845,251,4190,2761,75,4,SBI Cashback Card
35845,717,2102,5084,1602,1614,755,538,3724,6,ICICI Coral
255494,769,4958,367,8037,12879,2581,1048,5159,7,HDFC Regalia
23558,707,8725,563,3034,4497,253,1800,348,1,SBI SimplyCLICK
24219,730,716,5461,1349,1567,81,1210,532,2,Axis Flipkart
241257,747,1541,5702,3274,2435,116,381,7469,5,HDFC Millennia
448326,610,608,5003,1149,7320,7064,1368,2008,0,Kotak 811
49647,681,4315,2524,1895,3870,2100,2330,338,2,Axis Flipkart
14870,666,1340,574,596,707,252,196,981,0,Kotak 811
44547,704,2392,3572,242,992,2827,72,3441,6,ICICI Coral
52503,706,61,7326,808,1555,1768,474,1443,6,ICICI Coral
16004,722,1001,894,1083,241,209,88,139,0,Kotak 811
42226,821,2262,3182,706,5332,2597,366,575,5,HDFC Millennia
138883,710,3687,1245,4459,5513,1189,3644,5506,4,SBI Cashback Card
55394,672,1169,9759,40779,4917,10199,1912,2929,0,Kotak 811
23754,629,238,585,700,1806,2756,37,0,0,Kotak 811
186972,791,1783,2052,2355,938,2613,442,1658,7,HDFC Regalia
10932,654,293,1400,811,742,838,573,62,0,Kotak 811
16962,606,679,595,491,1609,995,152,34,0,Kotak 811
28959,746,2156,838,2062,3185,719,852,1806,3,Amazon Pay ICICI
131062,797,5715,12807,7653,417,875,3959,548,7,HDFC Regalia
32240,768,2604,3156,2463,2930,2666,584,686,4,SBI Cashback Card
245220,851,198,5119,14404,3046,1080,3811,1227,8,IndusInd Legend
32666,745,134,489,1217,1010,1404,1020,891,1,SBI SimplyCLICK
75958,745,341,2850,9284,121,2531,977,26,5,HDFC Millennia
455580,878,2237,2226,2173,2524,1847,511,764,7,HDFC Regalia
50835,809,6856,40,5758,2637,357,629,518,3,Amazon Pay ICICI
26766,824,1098,38,1090,435,1220,49,888,1,SBI SimplyCLICK
39205,789,6042,1694,12910,76,573,1376,3473,3,Amazon Pay ICICI
42754,766,5319,494,811,1513,587,1305,3985,3,Amazon Pay ICICI
59297,721,3078,4556,3080,1721,2721,3569,2805,5,HDFC Millennia
10693,690,189,643,367,995,271,210,1759,0,Kotak 811
121050,561,3788,2891,20449,3395,2321,1417,2495,0,Kotak 811
43448,643,188,1854,2691,1029,2260,106,437,0,Kotak 811
27822,767,5024,2027,41,968,171,2301,122,0,Kotak 811
127839,732,7460,20625,4874,7798,1389,489,1755,5,HDFC Millennia
11792,709,629,928,910,1023,58,305,159,0,Kotak 811
391496,766,1182,4267,16407,7100,1505,1118,1824,8,IndusInd Legend
133352,652,706,9613,14564,3947,4586,376,2032,0,Kotak 811
12060,563,627,2023,2439,578,7,214,449,0,Kotak 811
21209,805,423,1171,97,349,2312,2555,1141,1,SBI SimplyCLICK
42787,704,2335,2189,5127,1946,386,329,9,4,SBI Cashback Card
14238,588,2729,795,3543,1397,729,40,141,0,Kotak 811
53730,600,3960,4787,1173,4784,625,32,2581,0,Kotak 811
22693,655,3884,7791,210,625,422,1087,822,0,Kotak 811
35745,728,363,3663,4576,3139,206,599,161,5,HDFC Millennia
12696,749,1970,1939,943,264,65,183,149,0,Kotak 811
370422,698,8677,3824,15222,2068,413,4639,2655,2,Axis Flipkart
94094,848,3058,11683,827,3579,1015,265,4325,5,HDFC Millennia
50874,740,1728,6906,1111,933,2111,3045,1300,5,HDFC Millennia
215488,674,6137,8072,2133,10757,1558,7848,254,0,Kotak 811
58715,700,1179,8034,488,9086,226,3379,1051,4,SBI Cashback Card
12795,728,287,739,1136,1596,546,384,271,0,Kotak 811
10619,704,1047,295,311,821,325,21,36,0,Kotak 811
47286,643,1114,97,6558,914,3401,825,1627,0,Kotak 811
51044,620,10664,235,4568,7979,1338,4,567,0,Kotak 811
53106,825,3632,254,14055,1069,17049,319,3136,5,HDFC Millennia
285064,703,5453,4886,14377,2270,2224,1594,1310,4,SBI Cashback Card
19789,783,1518,239,976,839,136,1621,2,0,Kotak 811
59723,767,7559,2109,2129,1149,92,84,4874,6,ICICI Coral
29722,819,3644,1059,7767,2852,353,789,905,3,Amazon Pay ICICI
15723,743,4770,121,432,2637,316,315,1239,2,Axis Flipkart
23565,768,3191,97,2583,140,1154,26,1741,1,SBI SimplyCLICK
99008,636,71,3247,671,593,933,2389,2264,0,Kotak 811
451567,717,5607,2756,9362,246,1465,1251,547,4,SBI Cashback Card
495632,735,2684,3292,2183,2793,343,695,952,5,HDFC Millennia
22412,659,114,641,569,1439,396,2424,2968,0,Kotak 811
14833,655,856,1503,738,2792,487,284,617,0,Kotak 811
56622,627,2160,1710,6820,7928,2976,8227,720,0,Kotak 811
14051,729,291,1198,1441,264,17,255,473,0,Kotak 811
232911,807,548,18817,3444,6235,106,5273,3078,8,IndusInd Legend
349245,675,1761,6815,6212,1062,1112,5525,3495,0,Kotak 811
14105,777,74,1091,224,196,8,687,943,0,Kotak 811
59579,689,10243,943,6475,5314,692,748,4291,2,Axis Flipkart
21103,773,84,1660,1138,1644,199,279,696,2,Axis Flipkart
110805,825,20810,570,8252,1999,3065,2245,499,7,HDFC Regalia
16447,771,830,1769,2517,472,472,510,1126,2,Axis Flipkart
53702,689,188,231,2994,11538,723,957,230,2,Axis Flipkart
67933,770,11660,1688,3940,8638,2556,254,2685,5,HDFC Millennia
58518,838,68,3263,5193,1969,2583,484,893,5,HDFC Millennia
430621,750,3631,7592,17050,13920,1194,7310,75,8,IndusInd Legend
33698,663,1915,1555,4371,6073,1511,246,3637,0,Kotak 811
112236,655,4912,1692,15118,3439,135,673,4351,0,Kotak 811
205597,675,5525,5315,2869,4842,3935,103,33,0,Kotak 811
62928,602,909,2855,1385,4002,310,47,132,0,Kotak 811
12025,721,451,2912,3484,1454,443,233,211,0,Kotak 811
15200,660,43,3531,572,710,74,882,17,0,Kotak 811
49892,737,4067,9928,9491,2847,2533,2575,1357,5,HDFC Millennia
75115,651,4085,7734,1536,20001,1552,2544,57,0,Kotak 811
77310,805,2520,8524,3486,1679,3917,1305,11950,5,HDFC Millennia
17284,748,1659,784,4312,826,942,347,178,2,Axis Flipkart
66416,639,3632,3045,26268,2340,2528,793,12397,0,Kotak 811
77430,655,5241,2338,5913,955,1807,5112,1640,0,Kotak 811
103336,777,471,10381,8439,551,3447,2084,2708,8,IndusInd Legend
44796,679,3189,297,4043,3189,2065,662,1067,0,Kotak 811
353729,770,2499,2423,17324,624,373,853,9639,7,HDFC Regalia
296306,737,2409,107,14841,1148,2917,60,1530,5,HDFC Millennia
28651,652,1398,881,1427,750,3070,1054,348,0,Kotak 811
11545,731,168,6043,655,1121,93,347,598,0,Kotak 811
12661,779,855,290,1079,2905,649,473,1745,0,Kotak 811
283451,726,3027,710,4602,7164,18032,939,2165,5,HDFC Millennia
187049,692,1837,257,6839,11578,1441,3233,2964,2,Axis Flipkart
92419,661,8676,6947,135,1461,216,2027,4237,0,Kotak 811
20983,682,319,730,2175,1328,1142,278,504,2,Axis Flipkart
63712,790,168,661,12767,4258,3172,3761,1588,5,HDFC Millennia
141288,628,9172,3394,12391,1834,11,1641,316,0,Kotak 811
34901,688,190,943,5308,458,1454,2785,1589,2,Axis Flipkart
92646,621,1836,11929,5591,4509,9768,928,1959,0,Kotak 811
29799,723,3237,7139,4881,1130,1852,412,217,3,Amazon Pay ICICI
23570,709,3533,283,1891,603,63,38,115,2,Axis Flipkart
37937,716,1233,8025,9166,3816,3277,467,728,4,SBI Cashback Card
45955,819,866,388,1996,1896,30,2479,818,2,Axis Flipkart
141998,691,2524,335,1384,3652,5043,1149,2319,2,Axis Flipkart
96153,778,8055,6990,160,2463,468,636,7077,5,HDFC Millennia
45449,606,2616,2777,1119,652,491,1015,575,0,Kotak 811
142277,712,5959,1141,2523,12004,6491,110,552,4,SBI Cashback Card
234458,665,3609,3787,31236,4884,3246,971,1444,0,Kotak 811
297745,741,2365,1385,3865,474,3566,699,1119,5,HDFC Millennia
22057,677,4826,379,3808,1456,271,98,605,0,Kotak 811
93236,756,8064,15881,4602,8781,2686,892,15571,5,HDFC Millennia
121743,698,168,3365,10532,5249,8240,4853,1213,2,Axis Flipkart
114337,729,1286,3390,7539,1782,160,24,67,5,HDFC Millennia
23636,662,354,8182,863,257,745,1476,1071,0,Kotak 811
65000,773,7981,10613,5622,2921,2667,3546,14,5,HDFC Millennia
33262,793,2840,187,3719,15645,2015,365,433,4,SBI Cashback Card
53887,645,4063,5223,18374,1538,3044,981,1762,0,Kotak 811
76120,725,3802,581,4218,5300,7207,501,4918,5,HDFC Millennia
16958,705,1573,840,11875,2478,912,1110,681,2,Axis Flipkart
16189,737,929,738,899,968,290,509,20,0,Kotak 811
206959,739,3730,767,5694,2647,4713,3406,7244,5,HDFC Millennia
141439,748,627,508,157,5945,2980,10406,1522,5,HDFC Millennia
13940,699,124,142,1678,6,355,56,1056,0,Kotak 811
40648,754,2522,2977,1751,1909,108,2065,447,6,ICICI Coral
83814,740,453,3085,23654,32486,3933,619,322,5,HDFC Millennia
16347,844,2472,3222,7399,2709,3996,146,1207,2,Axis Flipkart
14965,699,350,2325,1347,873,814,809,693,0,Kotak 811
131011,819,9949,14853,2440,1248,908,3340,1386,7,HDFC Regalia
112237,726,8033,11238,8509,18476,2146,5883,10308,5,HDFC Millennia
14004,705,667,675,2943,118,166,624,55,0,Kotak 811
53184,697,3792,7010,5793,698,231,1447,1092,2,Axis Flipkart
16716,715,1494,3922,176,226,2152,20,2540,0,Kotak 811
356769,786,375,1665,11143,4513,7891,1343,6116,7,HDFC Regalia
20846,641,2592,509,479,511,2007,1649,332,0,Kotak 811
36089,619,801,2015,1492,4084,1133,2418,1132,0,Kotak 811
11003,845,679,539,1729,21,414,461,2208,0,Kotak 811
18962,741,2610,1967,1351,784,393,155,13,0,Kotak 811
15909,852,127,267,51,1427,326,419,644,0,Kotak 811
33818,732,2200,1574,3760,89,1193,873,575,4,SBI Cashback Card
78940,743,3758,5682,5976,1913,841,353,5672,5,HDFC Millennia
142633,659,1367,23309,11967,2155,5643,3414,1057,0,Kotak 811
53213,823,5476,23107,424,2727,3447,2649,3037,5,HDFC Millennia
238529,694,4276,1909,2403,723,363,1025,4317,2,Axis Flipkart
484697,840,4991,1155,4815,6273,86,36,415,7,HDFC Regalia
208900,680,3297,9157,13675,5258,1547,7027,849,2,Axis Flipkart
424703,655,6296,4836,3374,2725,6346,96,13264,0,Kotak 811
25058,802,1212,3758,1831,1856,576,1388,2580,3,Amazon Pay ICICI
23856,723,424,104,8024,3646,2332,1434,623,1,SBI SimplyCLICK
40577,750,9024,6676,8030,8814,3641,1944,2056,5,HDFC Millennia
168226,658,4535,3509,5066,6883,321,955,234,0,Kotak 811
59129,681,2229,1405,11225,2078,616,365,921,2,Axis Flipkart
99235,584,3393,8620,299,16490,299,2690,429,0,Kotak 811
15246,787,1369,934,2434,1104,230,401,465,2,Axis Flipkart
40064,760,3464,336,6008,1488,64,578,1511,3,Amazon Pay ICICI
143481,746,13049,6238,1824,7825,3112,10201,721,5,HDFC Millennia
494162,790,2330,5880,16502,1413,12031,2905,2056,8,IndusInd Legend
306100,614,4421,14475,2401,4220,9559,454,3815,0,Kotak 811
250245,780,2115,3719,93,3058,1850,5699,6732,7,HDFC Regalia
18967,684,362,1310,2287,1613,38,66,104,2,Axis Flipkart
110528,731,7996,3153,8851,1338,10867,1033,5609,5,HDFC Millennia
143514,745,298,1294,8006,11583,873,951,2310,3,Amazon Pay ICICI
72197,690,2810,8831,4079,1677,1141,187,1986,2,Axis Flipkart
32127,621,646,6239,4465,169,1611,770,2970,0,Kotak 811
55881,641,2688,2686,88,7766,4717,2048,1740,0,Kotak 811
20802,798,1667,6,628,1285,633,675,301,0,Kotak 811
18177,612,142,1211,572,724,372,114,0,0,Kotak 811
58519,713,3990,8357,3592,4215,728,1944,9987,4,SBI Cashback Card
31900,649,878,1201,12377,924,393,141,912,0,Kotak 811
23068,726,1643,680,4831,2808,14,1253,329,1,SBI SimplyCLICK
58443,720,1939,1593,1104,6716,10791,2813,820,5,HDFC Millennia
13269,849,973,1210,458,425,607,182,126,0,Kotak 811
124967,783,2209,2902,118,3673,76,2027,2120,7,HDFC Regalia
120658,733,11179,2132,7388,10333,2151,3037,1117,5,HDFC Millennia
26373,673,132,1089,1235,665,371,377,4742,0,Kotak 811
268833,769,1881,3747,16991,1909,7413,4231,11820,7,HDFC Regalia
12964,736,292,167,1125,1124,662,122,48,0,Kotak 811
316901,677,478,5581,8542,6178,5922,1599,433,0,Kotak 811
126236,670,3407,6892,7608,12788,2645,3618,857,0,Kotak 811
370979,752,631,6464,5949,4094,1117,1681,529,8,IndusInd Legend
34996,702,223,4532,8630,3956,2419,273,428,4,SBI Cashback Card
135138,716,2230,563,7367,4101,965,1540,4478,4,SBI Cashback Card
47560,624,1387,514,2316,2875,1737,4178,2857,0,Kotak 811
38442,748,2416,262,559,520,1530,1635,3019,3,Amazon Pay ICICI
13731,704,366,2703,1175,1472,369,12,36,0,Kotak 811
14835,770,472,1628,767,1346,856,2287,251,0,Kotak 811
24334,756,1726,4846,1221,385,326,472,334,0,Kotak 811
56410,680,3129,4988,6003,2663,960,3262,3205,2,Axis Flipkart
97918,770,3679,2868,14924,6469,3831,391,6440,5,HDFC Millennia
19460,778,339,728,3641,1497,1084,149,981,2,Axis Flipkart
22245,711,2412,4889,327,1192,266,999,1137,0,Kotak 811
39242,727,1229,1194,4013,1801,152,3109,2365,3,Amazon Pay ICICI
40231,687,213,7533,9560,3856,4194,2147,2837,2,Axis Flipkart
45169,724,7239,3050,5984,10888,157,8,54,5,HDFC Millennia
35108,721,1659,2040,349,1089,27,131,2346,6,ICICI Coral
83202,695,9342,1439,2952,980,2907,1306,2850,2,Axis Flipkart
37631,784,835,530,6515,2659,1429,2068,632,3,Amazon Pay ICICI
105489,643,705,771,7412,0,55,1184,3526,0,Kotak 811
40162,749,834,615,6298,9993,857,3913,2789,3,Amazon Pay ICICI
33066,820,2873,456,2970,5992,152,677,1835,4,SBI Cashback Card
22844,709,146,2871,7436,1017,656,116,731,1,SBI SimplyCLICK
27600,742,1519,233,8095,179,1083,487,897,3,Amazon Pay ICICI
25205,692,2909,1709,1529,326,602,263,2891,2,Axis Flipkart
49734,692,6249,2983,2023,927,3204,1558,1255,2,Axis Flipkart
36157,635,1110,2131,5458,1202,284,1017,1582,0,Kotak 811
422859,839,4938,4744,1723,8442,4885,1932,2011,8,IndusInd Legend
33464,656,6167,4097,3609,1951,245,4109,629,0,Kotak 811
24833,699,59,3739,4952,1801,848,1332,1532,2,Axis Flipkart
192351,753,25014,743,14205,4156,1470,2278,172,7,HDFC Regalia
22174,633,15,237,871,1476,1891,1111,714,0,Kotak 811
55527,818,3238,298,4194,10293,2714,2833,2542,5,HDFC Millennia
56758,740,303,2668,10745,4344,785,991,2784,3,Amazon Pay ICICI
35928,704,13621,10,100,4990,319,72,389,4,SBI Cashback Card
460894,739,5729,1052,7510,323,1041,6096,565,3,Amazon Pay ICICI
202494,664,13041,36,4679,149,7180,1753,233,0,Kotak 811
16242,880,932,2025,2714,280,175,1088,1112,2,Axis Flipkart
35985,680,2189,3871,718,9195,1465,2162,1117,2,Axis Flipkart
93822,841,1247,3399,2211,12946,358,2732,904,5,HDFC Millennia
22543,775,1515,1390,1323,1814,1585,402,924,1,SBI SimplyCLICK
13903,704,896,181,3566,925,222,67,258,0,Kotak 811
22651,734,1170,980,410,303,1113,2664,240,1,SBI SimplyCLICK
50733,733,6521,11730,537,1287,7852,511,2394,5,HDFC Millennia
119538,616,1159,24,3149,20815,3562,1231,641,0,Kotak 811
22621,692,311,649,507,2693,1128,729,443,2,Axis Flipkart
43630,599,250,2001,3803,2576,701,1091,5566,0,Kotak 811
91558,720,2020,1123,15118,3007,7766,4517,1417,5,HDFC Millennia
441040,772,12499,25,16249,412,9175,794,1443,7,HDFC Regalia
60888,684,316,524,3868,3680,746,2005,2959,2,Axis Flipkart
18181,613,418,76,915,303,599,686,552,0,Kotak 811
78546,763,6375,3260,2646,3815,293,112,355,5,HDFC Millennia
56236,668,1691,19363,3171,1641,1022,910,3876,0,Kotak 811
233187,748,1983,5230,786,2195,2084,632,2341,5,HDFC Millennia
396797,679,5059,1119,1578,15662,98,1490,1128,0,Kotak 811
85358,692,9209,35,3683,1951,2534,692,1118,2,Axis Flipkart
98196,701,112,6749,20216,1622,3548,8863,9832,4,SBI Cashback Card
99952,649,837,5215,4957,7830,1746,992,1042,0,Kotak 811
21045,795,1734,662,2321,2124,732,2146,18,1,SBI SimplyCLICK
15916,661,878,1585,606,987,747,278,1225,0,Kotak 811
38300,689,3588,4964,4870,68,1274,1686,900,2,Axis Flipkart
141666,730,10915,2862,13657,2253,2532,2508,3399,5,HDFC Millennia
45156,688,3298,704,2818,73,274,1641,2485,2,Axis Flipkart
13156,714,1725,879,1505,435,445,249,566,0,Kotak 811
71304,635,2630,6490,7524,224,577,5110,7972,0,Kotak 811
40196,681,137,5338,16666,5587,1301,450,354,2,Axis Flipkart
58741,636,7132,4856,120,6060,85,11174,4841,0,Kotak 811
36377,631,2118,522,6804,4870,941,2229,413,0,Kotak 811
21134,657,2079,334,3544,4769,345,510,907,0,Kotak 811
209834,742,4798,7938,3417,3110,2420,6674,3862,5,HDFC Millennia
103751,762,2379,1968,7056,6966,1844,2000,3553,7,HDFC Regalia
135051,703,170,910,18694,3690,242,7708,6335,4,SBI Cashback Card
121196,697,1458,7524,3633,8841,462,550,3474,2,Axis Flipkart
49295,747,1206,5945,9533,2255,936,2172,4812,5,HDFC Millennia
122495,713,7662,3648,12061,6257,10,702,2043,4,SBI Cashback Card
38414,608,2082,85,256,4068,596,523,359,0,Kotak 811
22939,733,1247,529,931,1169,24,70,1062,0,Kotak 811
119183,727,21458,4545,8611,1625,1726,4652,549,5,HDFC Millennia
19278,709,535,1903,493,1647,138,35,99,2,Axis Flipkart
45762,744,593,645,1059,2602,242,4074,6203,4,SBI Cashback Card
293973,699,5001,7248,977,12443,184,917,14182,2,Axis Flipkart
54784,792,5907,1589,3467,9072,118,3855,542,4,SBI Cashback Card
277872,689,481,2557,5795,10005,731,3898,1530,2,Axis Flipkart
51578,709,2843,3351,2674,2312,530,1004,6319,4,SBI Cashback Card
77970,686,4796,5385,787,31999,1534,2440,6508,2,Axis Flipkart
39161,738,2188,1394,231,3197,1322,150,3753,4,SBI Cashback Card
173694,679,3898,1700,2774,13016,1062,3290,13865,0,Kotak 811
22763,701,46,1201,806,3396,839,440,477,2,Axis Flipkart
38079,717,1874,67,10471,7099,1193,1049,1859,4,SBI Cashback Card
12922,691,372,211,567,425,357,464,1782,0,Kotak 811
35847,537,1924,2269,2918,3685,689,440,2747,0,Kotak 811
19734,725,915,463,148,2155,1119,3874,1817,2,Axis Flipkart
36152,631,1013,6350,2181,1095,4098,2190,2683,0,Kotak 811
275015,775,3034,243,10798,1107,2994,214,8804,7,HDFC Regalia
210046,680,5600,8120,5189,3863,349,1969,850,2,Axis Flipkart
79693,708,1069,4883,11600,2264,265,1499,4136,4,SBI Cashback Card
50443,706,748,5147,5032,423,5236,1319,581,4,SBI Cashback Card
480101,698,9221,1906,632,6417,3182,239,1151,2,Axis Flipkart
149791,740,1077,492,2431,1717,801,513,2565,3,Amazon Pay ICICI
53859,719,185,16391,8420,2902,195,1546,3063,4,SBI Cashback Card
158195,700,1335,1648,2290,2475,340,2867,697,4,SBI Cashback Card
52106,780,1744,7132,8005,11054,2945,88,3784,5,HDFC Millennia
250726,674,8601,20094,6531,14358,4958,5401,35,0,Kotak 811
21061,629,435,221,3451,15,315,129,749,0,Kotak 811
22149,678,4003,3274,1087,1802,2537,168,53,0,Kotak 811
468581,886,5013,3387,921,650,4211,599,85,7,HDFC Regalia
40586,767,62,4218,7215,433,236,2243,4139,5,HDFC Millennia
215064,570,1667,2115,2737,12966,3859,2658,4809,0,Kotak 811
32994,759,3019,976,3400,5645,678,72,957,4,SBI Cashback Card
20041,846,1853,1992,320,976,31,11,464,0,Kotak 811
108061,725,10159,8579,370,2787,956,1171,523,5,HDFC Millennia
84260,579,11470,221,14541,1574,5666,359,2604,0,Kotak 811
71240,737,11090,3374,1354,279,806,352,2326,5,HDFC Millennia
107646,721,1063,7153,2780,12381,1232,2320,1010,5,HDFC Millennia
48116,715,283,911,1312,9610,156,858,1462,4,SBI Cashback Card
465034,692,2313,6240,3239,1916,2583,6505,106,2,Axis Flipkart
102912,733,5201,164,17203,2475,4089,3423,3154,5,HDFC Millennia
24569,698,745,215,4457,1570,1154,902,1810,2,Axis Flipkart
52341,733,659,1876,10366,2312,5178,1154,1065,5,HDFC Millennia
28642,806,1193,9156,5093,5562,336,1357,353,3,Amazon Pay ICICI
224310,619,2629,7042,6416,1167,2689,1864,2043,0,Kotak 811
91261,556,363,1270,2903,3261,2703,4776,520,0,Kotak 811
138944,567,344,1262,3092,486,638,5813,58,0,Kotak 811
100868,635,8454,4062,12967,3125,12536,3532,10139,0,Kotak 811
27438,747,330,1295,768,1647,353,1754,1025,3,Amazon Pay ICICI
38105,698,1892,631,6144,10916,368,252,924,2,Axis Flipkart
136676,673,3610,2285,1013,3970,2234,2905,10513,0,Kotak 811
57333,780,1210,3794,1644,7788,268,3244,2117,5,HDFC Millennia
13491,678,3453,34,1465,500,560,190,604,0,Kotak 811
21687,818,958,583,619,2468,109,320,142,2,Axis Flipkart
480979,717,5923,4938,1906,4282,2207,2142,185,4,SBI Cashback Card
137160,705,835,8478,13400,12750,2800,4731,46,4,SBI Cashback Card
87924,780,10246,2425,21738,82,1288,340,406,3,Amazon Pay ICICI
91286,769,361,1789,742,2271,6242,1023,2475,5,HDFC Millennia
201052,616,82,825,5140,3707,3697,225,3105,0,Kotak 811
21107,733,4803,456,926,500,261,349,1021,0,Kotak 811
30969,652,3839,1219,392,207,210,284,830,0,Kotak 811
41444,876,1927,2417,36,5,170,142,2023,6,ICICI Coral
320632,850,12591,1903,5346,1157,4922,5263,5717,9,Axis Magnus
54602,661,2358,2420,12079,2452,1666,5429,778,0,Kotak 811
13915,751,71,628,2452,713,983,582,130,0,Kotak 811
48258,556,545,1711,1034,880,399,1036,3086,0,Kotak 811
11320,720,102,764,1515,699,198,1382,551,0,Kotak 811
11982,731,855,1425,52,535,62,216,272,0,Kotak 811
13340,628,183,291,342,536,565,246,798,0,Kotak 811
98418,713,7463,19108,3467,11040,5981,315,5608,4,SBI Cashback Card
57437,695,3748,6197,3339,10072,3809,2828,1408,2,Axis Flipkart
58799,700,10237,20360,270,766,1295,387,1063,6,ICICI Coral
89482,702,1351,5233,4398,133,123,4212,2807,4,SBI Cashback Card
32715,742,2805,1938,8440,4562,2430,1170,475,4,SBI Cashback Card
31192,761,433,1038,2833,6459,3157,338,1659,4,SBI Cashback Card
21047,696,156,1566,8641,467,873,243,1927,2,Axis Flipkart
47149,735,1602,490,386,4298,986,1954,219,4,SBI Cashback Card
88520,723,5015,628,3592,8801,3681,98,2372,5,HDFC Millennia
54295,757,1390,4300,238,814,1231,765,1079,5,HDFC Millennia
10707,691,328,1922,734,673,1342,746,79,0,Kotak 811
17877,781,130,1928,2627,4968,1061,159,29,2,Axis Flipkart
456734,698,3533,4342,8821,484,4908,360,1627,2,Axis Flipkart
234834,728,10926,7580,834,1642,620,1054,805,5,HDFC Millennia
60858,728,5086,6780,2443,73,137,645,2847,5,HDFC Millennia
482306,749,1752,11107,1491,389,1426,4700,748,5,HDFC Millennia
15442,664,435,782,859,893,539,309,746,0,Kotak 811
90480,786,6671,6098,6651,1563,3108,978,7560,5,HDFC Millennia
40357,611,1801,2955,3374,3428,593,174,2309,0,Kotak 811
35505,658,261,1459,2177,5362,2018,1045,605,0,Kotak 811
36659,801,4734,3524,1532,1664,226,215,263,5,HDFC Millennia
17066,685,635,741,2578,598,2763,108,610,2,Axis Flipkart
361594,733,2983,10811,20613,27172,1515,11283,508,5,HDFC Millennia
102974,797,8625,9054,7478,4328,3700,1189,5522,7,HDFC Regalia
46563,767,3177,565,2731,1466,108,2668,86,3,Amazon Pay ICICI
60799,617,3117,1842,4373,1374,4846,732,683,0,Kotak 811
73601,681,9409,5618,12718,4653,725,1841,1365,2,Axis Flipkart
138157,786,1101,24905,13823,9335,1202,1840,442,8,IndusInd Legend
404799,700,9381,1408,7387,508,6370,126,2428,4,SBI Cashback Card
47435,743,64,4786,554,5911,349,643,2717,5,HDFC Millennia
10410,785,1027,816,326,278,55,849,79,0,Kotak 811
27121,699,707,2396,1333,639,552,1430,3683,0,Kotak 811
139303,718,308,18880,11815,3048,12118,1017,1396,4,SBI Cashback Card
44940,735,7198,9687,15659,481,314,1624,1401,5,HDFC Millennia
21885,710,540,1867,5676,498,1691,1772,2033,1,SBI SimplyCLICK
55702,665,1762,3015,11477,1598,386,270,3909,0,Kotak 811
153728,717,11730,2613,4603,23953,666,161,5885,4,SBI Cashback Card
130854,704,6036,1848,127,3920,5875,5428,9386,4,SBI Cashback Card
55312,877,1226,2681,6932,2278,460,1377,564,3,Amazon Pay ICICI
269318,820,1150,1258,7195,9067,2509,626,115,7,HDFC Regalia
86709,767,1563,8395,1854,4138,5222,4067,4743,5,HDFC Millennia
26187,706,1042,4633,922,5616,627,928,328,2,Axis Flipkart
25972,679,644,527,1155,544,899,1330,1604,0,Kotak 811
51340,752,5560,5375,7102,896,1297,3251,1440,5,HDFC Millennia
50947,659,3582,5366,223,4590,1091,216,1109,0,Kotak 811
62808,732,5608,4693,144,13435,2912,69,4291,5,HDFC Millennia
